image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
00000227.jpg,Plank,0.81814706,0.5660729,0.8382658,0.5620515,0.8151763,0.5225772,0.8367289,0.5494535,0.7754723,0.46382958,0.7536446,0.56337804,0.6835035,0.4950515,0.6774624,0.5800453,0.5347458,0.5692635,0.6668604,0.71386135,0.578544,0.77812856,0.5206868,0.60519874,0.48306173,0.5325822,0.3279877,0.63368934,0.31864873,0.58122903,0.17954321,0.5150523,0.17206487,0.53355813
00000050.jpg,Plank,0.089640334,0.5442217,0.09576583,0.51904017,0.08158624,0.5272455,0.14758341,0.49261165,0.11518876,0.4997264,0.25371787,0.574223,0.21681452,0.49984837,0.3652359,0.79155093,0.30731866,0.5250047,0.26112315,0.78001297,0.23829547,0.5721656,0.49409443,0.56180584,0.4629593,0.5652138,0.6791667,0.5883238,0.674592,0.55046016,0.87938005,0.61871946,0.8570763,0.6028361
00000387.jpg,Plank,0.97341985,0.30274275,0.9731418,0.27619594,0.9630846,0.25339782,0.94014627,0.24415135,0.90455264,0.21634391,0.8356813,0.29336807,0.8422283,0.29871225,0.7466904,0.6028669,0.7762555,0.65096986,0.7988466,0.9070949,0.82500154,0.91573,0.531685,0.49942,0.5337319,0.45797446,0.3804773,0.6128859,0.38824484,0.62334645,0.10296164,0.66765606,0.07753792,0.73377764
00000254.jpg,Plank,0.8795005,0.56397843,0.8818243,0.5488275,0.8855214,0.54082066,0.85027635,0.5038918,0.8616642,0.49662817,0.7632464,0.49695128,0.7775838,0.5269882,0.7011781,0.67498946,0.7619082,0.72309583,0.81652963,0.6722824,0.8494706,0.69579846,0.45737952,0.55799085,0.45728868,0.541222,0.26323837,0.6355196,0.22184078,0.67259246,0.07091804,0.58701056,0.050332308,0.6449602
00000254.jpg,Plank,0.89224356,0.5639638,0.8936108,0.5523488,0.8909639,0.53728086,0.87789214,0.537133,0.8512702,0.5141037,0.7890585,0.54288733,0.7907189,0.53024,0.72762495,0.6987461,0.74861133,0.6942775,0.84964657,0.676313,0.83444107,0.7036153,0.49503762,0.59270847,0.49110335,0.55801827,0.2593512,0.645887,0.27416375,0.66318905,0.031944133,0.61561304,0.034303475,0.6489744
00000047.jpg,Plank,0.83195007,0.40411398,0.83711183,0.3823677,0.8255521,0.37146577,0.8076538,0.34672266,0.77630055,0.32780564,0.7253825,0.36963773,0.71622914,0.36990836,0.6721574,0.5547967,0.67399716,0.57933414,0.66967237,0.740381,0.6638378,0.73079497,0.49585062,0.49627298,0.4894436,0.46703362,0.34917235,0.5946841,0.3486782,0.5975548,0.19093883,0.643192,0.17992833,0.66100425
00000291.jpg,Plank,0.9153986,0.45266336,0.9172947,0.4241229,0.9171336,0.40963843,0.8850918,0.37738377,0.87908876,0.36397633,0.78259647,0.39379576,0.80077493,0.43085873,0.70778584,0.6876819,0.75166094,0.7365104,0.8457756,0.6999205,0.8633231,0.72121805,0.50243944,0.469991,0.50973517,0.44333318,0.2944149,0.51002795,0.2958212,0.59717166,0.11156373,0.45573983,0.097649716,0.5372376
00000192.jpg,Plank,0.7972954,0.586728,0.8046362,0.5750935,0.798915,0.5621958,0.77611583,0.53939825,0.7663047,0.5155041,0.6986536,0.54141015,0.7001432,0.54672986,0.67817223,0.69223297,0.6882323,0.7083307,0.8031643,0.71799797,0.8030181,0.71194786,0.46107236,0.569149,0.4608459,0.5471582,0.27559596,0.5977402,0.2590366,0.62285066,0.09787707,0.5238611,0.07442522,0.5961288
00000288.jpg,Plank,0.72120667,0.67252636,0.7221116,0.6562194,0.7219674,0.6525756,0.700264,0.6125382,0.7025959,0.607499,0.6638441,0.6170591,0.66754764,0.6218603,0.63734794,0.7789705,0.6439264,0.7839725,0.6522187,0.92692673,0.64057064,0.93741363,0.51298606,0.68321294,0.5162181,0.6627042,0.42019314,0.74724495,0.4146133,0.7571305,0.27121267,0.8102441,0.26743817,0.8530326
00000011.jpg,Plank,0.11105263,0.36850375,0.1042368,0.33986846,0.1057785,0.3674147,0.124090314,0.29837558,0.12779072,0.35802478,0.18777578,0.33638215,0.20392898,0.37454298,0.20067906,0.61536545,0.2584289,0.5987543,0.19905801,0.7996853,0.2623945,0.81964326,0.44929323,0.36410138,0.44719905,0.42210147,0.6267221,0.5620364,0.62089044,0.58321637,0.85918605,0.72322065,0.84882927,0.71586126
00000149.jpg,Plank,0.21630041,0.42740795,0.20634043,0.41100988,0.19765739,0.44020456,0.21415997,0.43559396,0.1925524,0.50912195,0.25183648,0.5280508,0.25308222,0.585593,0.24462315,0.7233028,0.26536837,0.74852157,0.2276607,0.9099043,0.26884928,0.91662025,0.4489874,0.55819535,0.44142452,0.615014,0.5960891,0.6773762,0.59992516,0.7197389,0.8109528,0.86801964,0.7932004,0.87025213
00000094.jpg,Plank,0.93281543,0.382311,0.9352398,0.35533896,0.9255127,0.34194216,0.9034483,0.31314155,0.8726231,0.2985691,0.8056167,0.33990818,0.7992058,0.3469632,0.7261511,0.60477275,0.73028386,0.635884,0.76860476,0.86406004,0.75621,0.84508955,0.50692356,0.4816782,0.50011665,0.4399163,0.30996105,0.6224241,0.3050308,0.6384398,0.11682896,0.6765619,0.092351004,0.6988315
00000005.jpg,Plank,0.107244775,0.42778507,0.10224936,0.39929408,0.103813246,0.42080373,0.13143376,0.35353035,0.13569744,0.39969346,0.20877254,0.37531176,0.22522843,0.40032017,0.22325897,0.62475324,0.27755943,0.5900426,0.19552407,0.85157984,0.2618041,0.8409615,0.5027787,0.3492385,0.49760476,0.39607188,0.6925046,0.56142616,0.66889465,0.56477845,0.94252855,0.6928431,0.89584875,0.6785296
00000200.jpg,Plank,0.1670737,0.6138208,0.16018726,0.59286135,0.16235664,0.61366785,0.17348453,0.546521,0.18250097,0.58977383,0.2359118,0.5466187,0.26034227,0.574235,0.2341943,0.6938923,0.3293971,0.68161005,0.16463993,0.7253828,0.2886003,0.70354074,0.48099664,0.5208177,0.48218787,0.55754703,0.6582151,0.59695536,0.6397392,0.60764897,0.82211685,0.62928814,0.82239354,0.61632454
00000429.jpg,Plank,0.8473965,0.49295002,0.8476995,0.47737986,0.8362745,0.47069475,0.8155006,0.47593045,0.78273433,0.4742808,0.7364809,0.5183668,0.7282036,0.5370897,0.72804284,0.7072122,0.74711657,0.7259689,0.85628235,0.7471587,0.86209095,0.74383724,0.47284612,0.5133095,0.46271127,0.49793604,0.2925224,0.57277846,0.29512817,0.63109666,0.08714414,0.57936907,0.068567894,0.63038737
00000221.jpg,Plank,0.21941862,0.38104638,0.2217884,0.3525214,0.22281925,0.356584,0.24265413,0.31566882,0.2610438,0.31523624,0.2851265,0.4159597,0.32257676,0.387176,0.28552422,0.67500514,0.34404692,0.5774381,0.27006277,0.8386487,0.31360948,0.7744753,0.50434387,0.5455933,0.5218488,0.55999076,0.63903844,0.817077,0.6306802,0.77893907,0.8089034,0.79165226,0.8015135,0.7574328
00000256.jpg,Plank,0.804988,0.51353157,0.80624217,0.4992905,0.80602247,0.49103817,0.7716635,0.46405235,0.7699989,0.45104018,0.70566857,0.47678664,0.70345676,0.48247823,0.65194887,0.65463656,0.6588165,0.6638582,0.66943437,0.8192696,0.67068857,0.81961536,0.49409685,0.57134974,0.4901235,0.5474753,0.35048395,0.67801833,0.3365278,0.6935636,0.16154847,0.68972826,0.15363279,0.717345
00000284.jpg,Plank,0.16886134,0.6683403,0.1637389,0.64984494,0.1694143,0.6557155,0.17951684,0.593346,0.19178422,0.5988794,0.23763895,0.58773834,0.25244853,0.53841394,0.26160547,0.76503986,0.25425342,0.56141704,0.22928393,0.92463666,0.19825353,0.61978793,0.49140555,0.51912063,0.49432418,0.5250177,0.6121963,0.70986277,0.5897751,0.708844,0.7846479,0.8362216,0.73697495,0.8171658
00000213.jpg,Plank,0.15956172,0.3431134,0.15447867,0.320448,0.1522539,0.32975584,0.18345125,0.29011253,0.18546763,0.30703467,0.19431996,0.30111325,0.30726033,0.29406187,0.20917413,0.49426717,0.31606078,0.41959512,0.21030524,0.6197125,0.29885796,0.62904984,0.38906294,0.30294994,0.50402844,0.3162002,0.28600177,0.46964297,0.64221877,0.51295185,0.36551076,0.59510547,0.8464775,0.6042298
00000277.jpg,Plank,0.7439764,0.53371054,0.7478741,0.52032846,0.74528486,0.50960624,0.71696424,0.4920025,0.7121451,0.47042513,0.6642965,0.5113481,0.65165335,0.5077935,0.63939726,0.6835792,0.61900944,0.68477935,0.6312731,0.8312564,0.61495054,0.84292716,0.47392654,0.5869382,0.4662171,0.5610345,0.34510726,0.68082744,0.33148423,0.6886683,0.17353837,0.7202635,0.1616048,0.7616239
00000335.jpg,Plank,0.9299736,0.57714295,0.9298951,0.5686247,0.9312607,0.5570643,0.9117754,0.5567997,0.9054779,0.5405849,0.84724253,0.55086106,0.8609032,0.54897755,0.709751,0.68530107,0.78276813,0.69013804,0.5261334,0.8449011,0.63781804,0.8075472,0.57898015,0.57280815,0.5821923,0.54446244,0.44178948,0.6612976,0.45154938,0.6527689,0.17152277,0.8030644,0.16985407,0.8375458
00000312.jpg,Plank,0.80714595,0.23514819,0.8202697,0.2333238,0.8120823,0.22019081,0.8267433,0.2840944,0.8071998,0.2575828,0.78437775,0.40350038,0.78805566,0.38402626,0.7434543,0.6287307,0.77112234,0.58446115,0.76875925,0.8349109,0.7856472,0.82194597,0.5686525,0.53880495,0.56903106,0.4928326,0.39481074,0.59414506,0.40758497,0.5811615,0.20471033,0.77122873,0.19808039,0.77714723
00000090.jpg,Plank,0.18797886,0.4304847,0.1875464,0.41441864,0.17658079,0.44688207,0.21024907,0.43184042,0.18960264,0.5119688,0.26166123,0.4282933,0.24439137,0.59514135,0.27691227,0.252009,0.2682209,0.7261232,0.26665378,0.10354242,0.26398674,0.8816845,0.45066738,0.57357615,0.42792782,0.66148734,0.60012734,0.7404577,0.57596153,0.7787309,0.752828,0.8464519,0.73707426,0.86035764
00000153.jpg,Plank,0.80633974,0.17619479,0.81273985,0.16963607,0.8077322,0.15806554,0.8066708,0.19991826,0.79201096,0.18400244,0.75641596,0.30185932,0.7564051,0.30320647,0.6953448,0.52083373,0.7184204,0.5048289,0.6943084,0.68871677,0.73820466,0.7100664,0.53477037,0.49764195,0.5307121,0.45760036,0.32976907,0.55534595,0.3313516,0.56151646,0.15826066,0.7031585,0.15724015,0.72175753
00000013.jpg,Plank,0.19785467,0.49293718,0.19955437,0.47294474,0.19769783,0.48022646,0.22525363,0.44982064,0.22237995,0.46424335,0.27285525,0.49164104,0.2833847,0.50830036,0.29667407,0.6675286,0.32426482,0.65743744,0.28449136,0.8272065,0.30362648,0.81887114,0.46659297,0.5234406,0.4669006,0.5543241,0.58881485,0.66751146,0.5819282,0.6711716,0.7482928,0.76757455,0.73777807,0.7856222
00000171.jpg,Plank,0.17959997,0.4954929,0.18049762,0.47664347,0.17478046,0.4872272,0.21274996,0.4485491,0.20796612,0.4657107,0.28053236,0.50237185,0.28895223,0.49916226,0.2825144,0.67744005,0.313655,0.64793104,0.1702877,0.6876614,0.19732699,0.66672087,0.5206934,0.48861253,0.519689,0.5073891,0.6922666,0.58494335,0.6763264,0.5621806,0.8331599,0.5700389,0.81586266,0.5401799
00000207.jpg,Plank,0.7972954,0.586728,0.8046362,0.5750935,0.798915,0.5621958,0.77611583,0.53939825,0.7663047,0.5155041,0.6986536,0.54141015,0.7001432,0.54672986,0.67817223,0.69223297,0.6882323,0.7083307,0.8031643,0.71799797,0.8030181,0.71194786,0.46107236,0.569149,0.4608459,0.5471582,0.27559596,0.5977402,0.2590366,0.62285066,0.09787707,0.5238611,0.07442522,0.5961288
00000022.jpg,Plank,0.8268287,0.50071055,0.83409417,0.48983675,0.8275391,0.47510245,0.809067,0.4590508,0.7908068,0.4303321,0.7363264,0.4663344,0.7279721,0.45222345,0.6843393,0.6064438,0.69639844,0.6044219,0.72675824,0.7618328,0.71615845,0.74146575,0.5191901,0.534791,0.5081525,0.50363714,0.3533547,0.62416613,0.32819495,0.5979803,0.18683757,0.6657276,0.18248712,0.67750233
00000042.jpg,Plank,0.07272124,0.3904411,0.07602139,0.3597832,0.06915124,0.37593952,0.11927383,0.3254784,0.10783215,0.354731,0.19444087,0.40606198,0.20942526,0.41622806,0.24033645,0.7020597,0.3066063,0.6513924,0.24105266,0.9179413,0.29294094,0.91127986,0.48703766,0.487712,0.48385835,0.527839,0.66452265,0.6554896,0.64060414,0.64733315,0.9462446,0.71651113,0.9263142,0.706756
00000231.jpg,Plank,0.8161806,0.34719682,0.81081355,0.33896768,0.8171524,0.33526972,0.78702176,0.3350055,0.7991796,0.3370194,0.749317,0.36168513,0.75664,0.36988387,0.7233635,0.4848578,0.7276102,0.50909626,0.76096106,0.60885775,0.7486706,0.632042,0.57984465,0.43421194,0.5835167,0.41275427,0.4551289,0.52162653,0.46347886,0.52609336,0.34152496,0.6307384,0.34600472,0.6264061
00000060.jpg,Plank,0.16206777,0.4414558,0.1556727,0.41272813,0.16032286,0.42806453,0.17591009,0.37251782,0.18947709,0.4027103,0.2451777,0.3949567,0.2549555,0.40411344,0.2660743,0.6256682,0.29896808,0.5892611,0.23164968,0.8241286,0.28708547,0.7895819,0.5183083,0.3705948,0.5125051,0.41252106,0.7027756,0.5660163,0.68545485,0.56855476,0.92570937,0.67224973,0.89017373,0.65614855
00000107.jpg,Plank,0.093729235,0.42230457,0.093510486,0.3981078,0.090553835,0.41364864,0.12182734,0.36479658,0.120002344,0.39520386,0.17986783,0.42045024,0.20500532,0.43104908,0.20656371,0.65904146,0.27879408,0.6054816,0.20779128,0.8471744,0.28166598,0.80412793,0.45309925,0.5009667,0.4570957,0.5398042,0.6343844,0.66583425,0.6296335,0.6668493,0.89723396,0.72383237,0.89090526,0.71636033
00000437.jpg,Plank,0.25361937,0.49903375,0.25941193,0.48616058,0.2554722,0.493423,0.28782806,0.47601575,0.27736625,0.49069548,0.3233185,0.49376205,0.3078678,0.51591986,0.32380292,0.6185719,0.22708714,0.53363997,0.28951275,0.6886584,0.13404803,0.5456125,0.5562941,0.48259124,0.5480818,0.52745456,0.67043,0.473792,0.67591804,0.59118587,0.82114947,0.47250304,0.8132809,0.6247353
00000136.jpg,Plank,0.21517031,0.7369131,0.21388875,0.72448355,0.20776598,0.7347142,0.24225265,0.71449745,0.23162799,0.7333662,0.30484897,0.75277066,0.30555066,0.760861,0.31325957,0.87581176,0.3343052,0.8632183,0.1973588,0.8769144,0.21007735,0.86833286,0.51251376,0.7452618,0.5077788,0.76068807,0.60916346,0.78767174,0.59932643,0.7934978,0.7608859,0.8008997,0.74781054,0.79889894
00000076.jpg,Plank,0.08396645,0.36216554,0.09686313,0.3442274,0.08140709,0.3468321,0.15508947,0.33010018,0.12819767,0.33013204,0.21612492,0.41831943,0.23283835,0.39815283,0.2223682,0.5963693,0.27768135,0.52720416,0.19711468,0.704921,0.21492796,0.67815995,0.5047202,0.4978447,0.50605834,0.5106307,0.70676535,0.6282107,0.6874485,0.601539,0.93307173,0.6378491,0.91544175,0.62202746
00000342.jpg,Plank,0.25535098,0.32723132,0.2577486,0.31023595,0.26354137,0.30934808,0.28477174,0.28808644,0.31059313,0.27938938,0.33298558,0.3433219,0.3853238,0.33132747,0.3855391,0.48172855,0.44300652,0.444496,0.37932113,0.5827215,0.3846655,0.5714738,0.57473385,0.42451888,0.60516536,0.43706226,0.7093004,0.5803893,0.72508365,0.5662003,0.91753906,0.62788,0.91740894,0.63169867
00000404.jpg,Plank,0.7295683,0.2902741,0.7246746,0.25964758,0.7398214,0.26866624,0.67975694,0.17553173,0.7218709,0.20939888,0.592636,0.116427675,0.6580494,0.24373123,0.50634897,0.27487063,0.6280068,0.51444644,0.56664234,0.40788388,0.6576067,0.64939964,0.37907618,0.26093984,0.41571012,0.2918351,0.27749768,0.45046386,0.27688432,0.56194746,0.11541624,0.53513664,0.10536392,0.6471317
00000151.jpg,Plank,0.21141072,0.27537033,0.20465627,0.26627076,0.20255601,0.27017733,0.19947977,0.2970481,0.19210486,0.31644887,0.2289418,0.39440253,0.23601726,0.41350538,0.24678974,0.617416,0.28452,0.59963936,0.24124436,0.7791364,0.29023176,0.77335155,0.42678672,0.46479517,0.42402497,0.5071323,0.59601367,0.6205813,0.5941454,0.6182062,0.7739722,0.78275055,0.76272964,0.81953716
00000182.jpg,Plank,0.84712535,0.52492034,0.84115714,0.51189244,0.8526205,0.50963527,0.8132636,0.48044133,0.8374097,0.48506415,0.7733301,0.4863216,0.7874792,0.49422622,0.733256,0.6978799,0.7414383,0.69558865,0.7699357,0.87406284,0.7445072,0.8658914,0.5665165,0.55842346,0.5729333,0.5288106,0.41387868,0.6730004,0.4103693,0.6755421,0.25564393,0.82423663,0.24881902,0.83693886
00000001.jpg,Plank,0.16283722,0.27185768,0.16978757,0.24047256,0.15713958,0.25849527,0.22322588,0.20793173,0.1954076,0.24015021,0.29578137,0.30091828,0.26920265,0.30381465,0.31786922,0.59061444,0.26428622,0.5223044,0.27346984,0.8113469,0.24171582,0.7544286,0.5387678,0.38255313,0.5167468,0.42078933,0.68919736,0.5658346,0.68403876,0.5676833,0.91464806,0.6297764,0.90793,0.60423857
00000002.jpg,Plank,0.9197265,0.5914983,0.921451,0.5660449,0.9208001,0.55468464,0.8850778,0.5199621,0.8793732,0.51057196,0.7775485,0.5338324,0.79759777,0.56953514,0.7025744,0.7808646,0.7463107,0.82813257,0.841352,0.79416734,0.8590301,0.7981322,0.49339738,0.60066056,0.502489,0.57830846,0.2839532,0.6384535,0.2838162,0.70877963,0.10023985,0.5811082,0.08497772,0.64282966
00000322.jpg,Plank,0.8146001,0.2798852,0.8460612,0.29449567,0.81574154,0.22605686,0.85178626,0.36677966,0.78200567,0.21050967,0.79456013,0.50302935,0.7038992,0.26640588,0.79291725,0.7308524,0.56544316,0.25395322,0.7988913,0.7859242,0.46270117,0.3372018,0.5236188,0.664185,0.47291765,0.500933,0.31391615,0.7012451,0.28814155,0.5467503,0.112052634,0.70053905,0.105213165,0.69291115
00000345.jpg,Plank,0.10148175,0.703155,0.1037633,0.6900285,0.10006919,0.6951756,0.13702141,0.66475815,0.1363526,0.6697817,0.2012206,0.69801754,0.21685521,0.6865772,0.20650546,0.84049153,0.26595145,0.80502325,0.11190341,0.8412363,0.14555122,0.8437109,0.45417365,0.6722014,0.4555704,0.6836592,0.60346943,0.7324772,0.5753107,0.7160672,0.81180656,0.716408,0.79269415,0.7059266
00000169.jpg,Plank,0.10956881,0.34410337,0.11217959,0.3138598,0.10468058,0.32732973,0.15621504,0.2672562,0.14603288,0.29095334,0.23643044,0.3404856,0.24199967,0.32264245,0.25386703,0.627046,0.2750197,0.5371618,0.22149844,0.8350298,0.23850147,0.81751156,0.5230981,0.39949316,0.516563,0.42688623,0.7296551,0.63930345,0.7109006,0.585023,0.9116583,0.70221066,0.90016973,0.63472533
00000407.jpg,Plank,0.7295683,0.2902741,0.7246746,0.25964758,0.7398214,0.26866624,0.67975694,0.17553173,0.7218709,0.20939888,0.592636,0.116427675,0.6580494,0.24373123,0.50634897,0.27487063,0.6280068,0.51444644,0.56664234,0.40788388,0.6576067,0.64939964,0.37907618,0.26093984,0.41571012,0.2918351,0.27749768,0.45046386,0.27688432,0.56194746,0.11541624,0.53513664,0.10536392,0.6471317
00000293.jpg,Plank,0.8503796,0.47666082,0.8569336,0.47074252,0.8632128,0.45591632,0.83526176,0.4345026,0.84976715,0.40603742,0.7777134,0.4093956,0.7791691,0.40573692,0.7292393,0.54987043,0.7427417,0.5610808,0.7509707,0.6802464,0.74172944,0.666004,0.5238517,0.46763945,0.52010185,0.44304913,0.3331337,0.5556799,0.31025964,0.5526735,0.13229851,0.5780735,0.117056705,0.63869476
00000024.jpg,Plank,0.8853726,0.41120014,0.8849545,0.3909398,0.8875572,0.38861695,0.84480363,0.3513007,0.849363,0.35251573,0.7698134,0.37195203,0.77756894,0.41184637,0.7001386,0.53299993,0.717282,0.60560524,0.69227755,0.6699706,0.7039168,0.7293115,0.527264,0.48255387,0.5326281,0.47640237,0.34330934,0.55617523,0.33238822,0.6020306,0.13499594,0.5710624,0.12181621,0.62620556
00000097.jpg,Plank,0.123614885,0.5237103,0.12008111,0.5014067,0.12136807,0.5176372,0.14764635,0.47013023,0.15496056,0.50122756,0.21563478,0.5156984,0.23281673,0.5226802,0.2424223,0.7215881,0.2791327,0.67115504,0.23105872,0.89456457,0.26324695,0.8940917,0.45259443,0.56714183,0.4546233,0.59909004,0.60743827,0.7190321,0.60129654,0.7311648,0.77082515,0.7998837,0.7644721,0.78985596
00000161.jpg,Plank,0.10956881,0.34410337,0.11217959,0.3138598,0.10468058,0.32732973,0.15621504,0.2672562,0.14603288,0.29095334,0.23643044,0.3404856,0.24199967,0.32264245,0.25386703,0.627046,0.2750197,0.5371618,0.22149844,0.8350298,0.23850147,0.81751156,0.5230981,0.39949316,0.516563,0.42688623,0.7296551,0.63930345,0.7109006,0.585023,0.9116583,0.70221066,0.90016973,0.63472533
00000084.jpg,Plank,0.30492082,0.6473413,0.30475825,0.63045824,0.30332327,0.6343293,0.32356045,0.60509735,0.32209593,0.6106349,0.35753012,0.65225583,0.35961103,0.6429911,0.38435474,0.7828147,0.38715622,0.7555452,0.38292184,0.9015097,0.38353008,0.87762046,0.48079148,0.69376796,0.48157883,0.71141267,0.5713058,0.7768005,0.56328213,0.7823813,0.67282426,0.8517528,0.6661934,0.84766406
00000085.jpg,Plank,0.18812063,0.53023446,0.18001476,0.49258405,0.18449768,0.5256479,0.1891829,0.41059002,0.1965344,0.47933227,0.26964283,0.37642255,0.25322434,0.43709648,0.4072481,0.4813176,0.33064187,0.4737127,0.39121875,0.66771245,0.29769024,0.60065377,0.5014546,0.4639532,0.48129678,0.5348242,0.7066317,0.48270667,0.6896988,0.53615725,0.93767774,0.5413203,0.9130062,0.54166776
00000100.jpg,Plank,0.047307014,0.62421864,0.049972963,0.6012093,0.03764367,0.6184164,0.094049886,0.56526935,0.06339486,0.60076874,0.16533065,0.59944856,0.16431652,0.6203539,0.20742275,0.78471833,0.24086802,0.7517823,0.20531684,0.91835463,0.21303779,0.93297404,0.44705194,0.65825534,0.43379834,0.69277734,0.62875146,0.7609518,0.6198386,0.77881277,0.9161566,0.81799567,0.9139059,0.8106255
